TERM,SUBJECT,NBR,COURSE NAME,SECTION,PROF,TOTAL,A+,A,A-,B+,B,B-,C+,C,P,C-,D,NC,F,W,INC/NA,AVG GPA,,
Spring 2021,DATA,735,Appl Soc Rsrch Marketing II,1,"RHINDRESS, M",11,1,4,3,1,2,0,0,0,0,0,0,0,0,0,0,3.672727273,,
Spring 2021,DATA,736,Demography,1,"REED, H",16,3,3,5,2,1,0,0,0,0,0,0,0,0,0,2,3.721428571,,
Spring 2021,DATA,754,Applied Social Research I,1,"GRAIG, E",14,2,4,1,1,3,1,1,0,0,0,0,0,0,1,0,3.461538462,,
Spring 2021,DATA,765,Special Topics Research Method,2,"ZHANG, Y",17,7,5,2,2,0,1,0,0,0,0,0,0,0,0,0,3.805882353,,
Spring 2021,DATA,790,Vt:Sem Select Topics,3,"TOMS, K",11,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3.97,,
Spring 2021,DATA,793,Thesis Research,1,"TURNER, C",12,2,1,3,2,0,1,0,0,0,0,0,0,0,0,3,3.6,,
Spring 2021,DATA,212W,Research Methods,1,"BOUNDS, A",77,0,58,2,3,4,0,0,0,0,0,0,0,0,10,0,3.9,,
Spring 2021,DATA,212W,Research Methods,6,"SELIGSON, J",25,3,12,1,1,3,0,2,0,0,0,0,0,0,3,0,3.663636364,,
Spring 2021,DATA,212W,Research Methods,3,"FURNARI, J",25,1,12,2,2,1,0,0,3,0,0,1,0,0,3,0,3.454545455,,
Spring 2021,DATA,212W,Research Methods,4,"TANG, J",25,0,0,0,1,2,3,5,0,0,1,4,0,5,4,0,2.1625,,
Spring 2021,DATA,212W,Research Methods,2,"CAPETANOS, A",25,0,0,0,0,2,3,2,3,0,4,2,0,2,7,0,2.09375,,
Spring 2021,DATA,212W,Research Methods,1A,"BARNETT, J",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,,
Spring 2021,DATA,212W,Research Methods,1A,"BOUNDS, A",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,,
Spring 2021,DATA,212W,Research Methods,1B,"BOUNDS, A",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,,
Spring 2021,DATA,212W,Research Methods,1B,"EMRICH, J",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,,
Spring 2021,DATA,212W,Research Methods,1C,"BOUNDS, A",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,
Spring 2021,DATA,212W,Research Methods,1C,"WOLF, T",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,
Spring 2021,DATA,212W,Research Methods,2A,"CAPETANOS, A",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,
Spring 2021,DATA,212W,Research Methods,3A,"FURNARI, J",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,
Spring 2021,DATA,212W,Research Methods,4A,"TANG, J",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,
Spring 2021,DATA,212W,Research Methods,6A,"SELIGSON, J",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,
Spring 2021,DRAM,1,Intro Dram And Theat,2,"HAZAS, T",19,4,4,2,2,3,1,1,0,0,1,0,0,0,1,0,3.427777778,,
Spring 2021,DRAM,100,Introduction to Acting,NAV,"PRICE, E",12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,,
Spring 2021,DRAM,100,Introduction to Acting,6,"NELSON, R",30,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,3.98,,
Spring 2021,DRAM,100,Introduction to Acting,8,"PRICE, E",23,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3.969565217,,
Spring 2021,DRAM,100,Introduction to Acting,7,"NELSON, R",30,0,27,2,1,0,0,0,0,0,0,0,0,0,0,0,3.956666667,,
Spring 2021,DRAM,100,Introduction to Acting,12,"COX-EVANS, C",30,0,20,4,2,1,0,1,0,0,0,0,0,0,2,0,3.810714286,,
Spring 2021,DRAM,100,Introduction to Acting,1,"HAZAS, T",30,8,14,1,1,1,0,2,0,0,0,0,0,0,3,0,3.8,,
Spring 2021,DRAM,100,Introduction to Acting,14,"BOYD, J",30,4,14,8,2,1,1,0,0,0,0,0,0,0,0,0,3.796666667,,
Spring 2021,DRAM,100,Introduction to Acting,11,"COMFORT, G",30,1,9,10,6,1,0,0,0,0,0,0,0,0,2,1,3.696296296,,
Spring 2021,DRAM,100,Introduction to Acting,15,"HAZAS, T",29,10,9,4,1,1,1,0,0,0,2,0,0,0,1,0,3.685714286,,
Spring 2021,DRAM,100,Introduction to Acting,2,"HAZAS, T",29,4,18,2,0,2,0,1,1,0,0,1,0,0,0,0,3.679310345,,
Spring 2021,DRAM,100,Introduction to Acting,13,"BOYD, J",30,3,15,4,2,2,2,1,0,0,1,0,0,0,0,0,3.626666667,,
Spring 2021,DRAM,100,Introduction to Acting,3,"DOLMAN, C",30,0,12,8,4,1,0,1,0,0,0,1,0,2,1,0,3.596296296,,
Spring 2021,DRAM,100,Introduction to Acting,4,"FELDSTEIN, C",30,0,7,10,6,5,1,0,0,0,0,0,0,0,1,0,3.534482759,,
Spring 2021,DRAM,100,Introduction to Acting,5,"DOLMAN, C",29,0,12,4,5,2,1,0,0,0,1,1,0,3,0,0,3.488461538,,
Spring 2021,DRAM,100,Introduction to Acting,9,"COMFORT, G",29,2,2,9,7,5,1,0,0,0,0,0,0,0,3,0,3.465384615,,
Spring 2021,DRAM,111,Introduction to Theater Design,1,"BOVENZI, E",28,12,8,1,0,3,0,1,0,0,0,1,0,0,2,0,3.692307692,,
Spring 2021,DRAM,115,Intro Tech Theatre,1,"GREENBERG, J",28,1,0,3,2,4,5,1,1,0,0,3,0,2,6,0,2.725,,
Spring 2021,DRAM,120,Intro to Dramatic Literature,1,"HAUPTMAN, I",23,1,1,1,2,2,1,0,5,0,1,3,0,0,6,0,2.452941176,,
Spring 2021,DRAM,121,Acting I,1,"ROWE, S",25,0,20,1,0,1,0,0,0,0,1,0,0,0,2,0,3.843478261,,
Spring 2021,DRAM,202,History of World Theater II,1,"FARRINGTON, K",22,2,2,4,2,2,2,5,0,0,0,0,0,1,1,1,3.173684211,,
Spring 2021,DRAM,217,VT: Special Topics Stagecraft,1,"GRIFFITH, W",11,1,4,0,2,1,0,0,1,0,0,0,0,1,1,0,3.511111111,,
Spring 2021,DRAM,222,Acting II,1,"FELDSTEIN, C",17,2,3,5,5,2,0,0,0,0,0,0,0,0,0,0,3.588235294,,
Spring 2021,DRAM,230,Stage Management,1,"SAMUELS, P",20,5,5,1,0,1,4,2,2,0,0,0,0,0,0,0,3.305,,
Spring 2021,DRAM,304,Dramatic Literature 1980- Pres,1,"FEINER, H",17,1,4,2,4,1,0,0,2,0,1,2,0,0,0,0,3.017647059,,
Spring 2021,DRAM,323,Acting III,1,"ROWE, S",16,0,12,2,1,0,0,0,0,0,0,0,0,0,1,0,3.913333333,,
Spring 2021,DRAM,3903,VT: Sp Prob Dram &Theatre,1,"FELDSTEIN, C",10,6,0,1,2,0,0,0,0,0,0,0,0,0,1,0,3.811111111,,
Spring 2021,DRAM,3903,VT: Sp Prob Dram &Theatre,3,"RIPLEY, E",13,1,4,0,2,3,1,0,0,0,0,0,0,0,2,0,3.481818182,,
Spring 2021,EAST,132,Civilization of Korea,1,"HAN, N",14,0,3,4,0,2,1,0,1,0,0,0,1,1,1,0,3.125,,
Spring 2021,EAST,209,Vt:Struct East Asian Language,1,"CHO, E",26,14,5,2,1,2,0,0,1,0,1,0,0,0,0,0,3.707692308,,
Spring 2021,EAST,235,East Asian Civilization II,1,"YOUNG, S",11,1,2,2,1,1,1,0,0,0,0,0,0,0,2,1,3.55,,
Spring 2021,EAST,250,Modern Chinese Fiction Trans,1,"HARTMANN, N",37,1,16,9,4,3,0,0,0,0,0,0,0,2,0,2,3.742424242,,
Spring 2021,EAST,251,Mod Jpns Fict:Transl,1,"MIYAJIMA, K",38,9,10,4,5,1,7,0,0,0,0,0,0,0,2,0,3.588888889,,
Spring 2021,EAST,252,Korean Women?s Writings,1,"KIM, J",15,2,6,2,0,1,0,1,0,0,0,0,0,0,2,1,3.725,,
Spring 2021,EAST,253,Contemporary Chinese Film,1,"ZHANG, J",29,8,13,5,1,1,0,0,0,0,0,0,0,0,0,1,3.885714286,,
Spring 2021,EAST,380,East Asian Studies,1,"SHU, Y",12,0,1,4,6,1,0,0,0,0,0,0,0,0,0,0,3.466666667,,
Spring 2021,EAST,130W,East Asian Religion,1,"YOUNG, S",24,2,3,2,1,3,2,0,2,0,2,1,0,0,6,0,2.972222222,,
Spring 2021,ECON,100,Economics and Society,2,"HULL, G",50,2,3,10,9,6,6,0,2,0,2,3,0,1,6,0,3.053488372,,
Spring 2021,ECON,100,Economics and Society,1,"GUO, W",44,6,2,4,4,3,1,4,2,0,1,10,1,2,4,0,2.542105263,,
Spring 2021,ECON,101,Introduction to Macroeconomics,11,"MITCHELL, K",40,20,9,4,3,1,0,0,0,0,0,0,0,0,0,3,3.883783784,,
Spring 2021,ECON,101,Introduction to Macroeconomics,10,"ASIF, S",40,3,11,5,3,2,3,4,2,0,0,0,0,5,2,0,3.384848485,,
Spring 2021,ECON,101,Introduction to Macroeconomics,13,"POUREBRAHIMI ANDOUHJERDI, A",40,5,5,7,5,4,4,2,1,0,3,1,0,0,3,0,3.186486486,,
Spring 2021,ECON,101,Introduction to Macroeconomics,4,"LOPEZ CAMARA, J",40,3,9,6,4,4,6,1,3,0,0,3,1,0,0,0,3.0725,,
Spring 2021,ECON,101,Introduction to Macroeconomics,3,"BRADBURY, M",92,6,10,12,10,12,5,7,5,0,0,3,2,8,12,0,3.055555556,,
Spring 2021,ECON,101,Introduction to Macroeconomics,9,"REZVANI, F",76,5,8,8,5,11,5,7,2,0,2,2,1,7,13,0,3.0375,,
Spring 2021,ECON,101,Introduction to Macroeconomics,7,"MA, Z",40,1,5,2,11,3,6,2,2,0,2,1,0,1,3,1,3.025714286,,
Spring 2021,ECON,101,Introduction to Macroeconomics,12,"KWON, A",39,1,11,0,6,9,0,0,6,0,0,4,0,0,2,0,2.994594595,,
Spring 2021,ECON,101,Introduction to Macroeconomics,5,"ARROYO ABAD, A",69,7,2,5,12,3,5,3,0,0,2,8,2,12,8,0,2.753061224,,
Spring 2021,ECON,101,Introduction to Macroeconomics,8,"MICHEL, R",33,0,2,1,6,6,6,2,3,0,1,3,0,0,2,1,2.7,,
Spring 2021,ECON,101,Introduction to Macroeconomics,1,"ABREU, D",85,1,7,7,6,16,8,7,12,1,6,7,1,4,2,0,2.623076923,,
Spring 2021,ECON,102,Introduction to Microeconomics,1,"DVALISHVILI, A",40,7,12,6,6,5,0,0,0,0,0,0,0,3,1,0,3.694444444,,
Spring 2021,ECON,102,Introduction to Microeconomics,7,"JOSEPH, E",40,7,13,5,4,5,2,1,1,0,0,0,0,2,0,0,3.589473684,,
Spring 2021,ECON,102,Introduction to Microeconomics,11,"TALISSE, E",45,0,21,0,5,8,4,2,0,0,1,0,0,2,2,0,3.453658537,,
Spring 2021,ECON,102,Introduction to Microeconomics,4,"PAIZIS, A",45,2,18,7,3,5,1,1,1,0,1,2,0,2,2,0,3.451219512,,
Spring 2021,ECON,102,Introduction to Microeconomics,3,"HULL, G",95,8,19,19,16,9,4,2,6,0,1,0,0,3,8,0,3.419047619,,
Spring 2021,ECON,102,Introduction to Microeconomics,2,"CHEN, M",42,4,10,5,7,4,3,2,2,0,0,0,0,0,2,3,3.413513514,,
Spring 2021,ECON,102,Introduction to Microeconomics,9,"ZHAO, Y",91,4,12,10,12,16,8,5,5,1,3,2,0,6,7,0,3.101298701,,
Spring 2021,ECON,102,Introduction to Microeconomics,8,"WU LOHEZ, D",40,1,3,5,11,2,7,1,1,0,3,3,0,1,2,0,2.921621622,,
Spring 2021,ECON,102,Introduction to Microeconomics,NAV,"ABREU, D",23,1,2,3,2,2,2,2,4,0,1,0,1,3,0,0,2.77,,
Spring 2021,ECON,102,Introduction to Microeconomics,6,"NIX, J",88,3,5,7,8,13,4,9,16,0,4,3,3,9,4,0,2.621333333,,
Spring 2021,ECON,201,Macro-Economic Analysis,3,"BRADBURY, M",97,0,61,11,9,6,3,1,4,0,1,1,0,0,0,0,3.644329897,,
Spring 2021,ECON,201,Macro-Economic Analysis,1,"DEVEREUX, J",157,1,70,14,17,5,5,11,2,0,0,3,0,12,16,1,3.53671875,,
Spring 2021,ECON,201,Macro-Economic Analysis,4,"MALIN, S",94,2,7,21,27,16,5,11,0,0,0,0,0,1,3,1,3.253932584,,
Spring 2021,ECON,202,Price Theory,1,"CHEN, M",55,5,10,11,14,6,4,1,1,0,0,0,0,0,1,2,3.461538462,,
Spring 2021,ECON,202,Price Theory,3,"ASIF, S",55,2,9,15,11,6,4,2,3,0,0,0,0,0,3,0,3.369230769,,
Spring 2021,ECON,202,Price Theory,4,"HWANG, D",51,4,11,9,4,6,4,5,2,0,3,0,0,1,2,0,3.247916667,,
Spring 2021,ECON,202,Price Theory,2,"ROFF, J",105,7,15,6,6,17,14,10,4,0,4,1,0,6,12,3,3.066666667,,
Spring 2021,ECON,207,Comparative Econ & Fin Systems,1,"BALSAM, K",49,7,6,5,1,10,1,0,10,0,0,3,0,0,5,1,3.011627907,,
Spring 2021,ECON,213,Economics of the Labor Force,1,"BALSAM, K",47,2,3,8,5,12,4,0,9,0,0,1,0,0,3,0,2.997727273,,
Spring 2021,ECON,215,Money and Banking,5,"WU LOHEZ, D",51,11,19,7,4,4,2,1,1,0,1,0,0,0,1,0,3.65,,
Spring 2021,ECON,215,Money and Banking,4,"WU LOHEZ, D",50,8,13,6,14,2,3,2,1,1,0,0,0,0,0,0,3.532653061,,
Spring 2021,ECON,215,Money and Banking,7,"ROJAS SILVERO, A",35,3,4,9,6,4,3,2,1,0,0,0,0,0,2,1,3.36875,,
Spring 2021,ECON,215,Money and Banking,3,"HWANG, D",50,5,6,9,8,5,4,5,3,0,3,0,0,1,1,0,3.16875,,
Spring 2021,ECON,215,Money and Banking,1,"THURSTON, T",50,0,5,8,6,15,7,3,1,0,0,1,0,0,2,2,3.113043478,,
Spring 2021,ECON,215,Money and Banking,6,"DEBORA, D",50,0,1,3,5,16,13,8,2,0,1,0,0,0,1,0,2.832653061,,
Spring 2021,ECON,215,Money and Banking,2,"DEBORA, D",49,0,1,2,2,10,10,13,4,0,2,1,0,1,3,0,2.606666667,,
Spring 2021,ECON,220,Consum Econ & Pers Fin,1,"SHI, M",45,15,17,4,4,1,0,0,0,0,0,0,0,0,2,2,3.87804878,,
Spring 2021,ECON,232,Economics of Climate Change,1,"CANDELO-LONDONO, N",95,7,37,11,7,6,6,5,4,0,3,4,0,3,2,0,3.362222222,,
Spring 2021,ECON,242,Regl of American Business,1,"ZHAO, Y",45,1,6,8,5,8,6,4,3,0,2,1,0,0,1,0,3.043181818,,
Spring 2021,ECON,246,Urban Economics,1,"DE BALANZO JOUE, R",40,10,3,6,1,2,2,0,0,0,0,0,0,0,10,6,3.704166667,,
Spring 2021,ECON,246,Urban Economics,2,"DE BALANZO JOUE, R",37,1,6,5,1,3,4,1,3,0,3,1,0,0,4,5,3,,
Spring 2021,ECON,249,Stats in Economics & Business,2,"DEUR, A",51,14,12,6,4,7,2,0,0,0,3,0,0,0,3,0,3.560416667,,
Spring 2021,ECON,249,Stats in Economics & Business,1,"DEUR, A",50,4,10,12,5,10,5,1,1,0,1,0,0,0,1,0,3.395918367,,
Spring 2021,ECON,249,Stats in Economics & Business,3,"LI, Z",46,2,6,6,4,11,4,2,3,0,2,0,0,2,4,0,3.13,,
Spring 2021,ECON,249,Stats in Economics & Business,5,"WITHANACHCHI, V",50,0,8,6,7,11,7,4,4,0,0,0,0,2,1,0,3.114893617,,
Spring 2021,ECON,249,Stats in Economics & Business,4,"WITHANACHCHI, V",50,3,6,8,7,8,3,4,7,0,2,0,0,0,1,1,3.070833333,,
Spring 2021,ECON,249,Stats in Economics & Business,6,"LI, Z",45,1,8,4,3,5,6,2,3,0,4,1,0,2,5,1,2.981081081,,
Spring 2021,ECON,249,Stats in Economics & Business,7,"GURWITZ, A",35,2,3,2,5,5,5,3,5,0,1,1,0,1,2,0,2.875,,
Spring 2021,ECON,301,The Economics of CryptoAssets,1,"NIX, J",40,0,5,7,10,1,7,1,2,0,2,2,0,2,1,0,3.040540541,,
Spring 2021,ECON,326,International Economics,1,"FELICIANO, Z",51,3,13,8,12,6,4,1,3,0,0,0,0,0,1,0,3.406,,
Spring 2021,ECON,328,International Finance,1,"DEVEREUX, J",40,0,14,2,3,1,6,1,6,1,0,1,0,4,1,0,3.170588235,,
Spring 2021,ECON,382,Introduction to Econometrics,10,"LI, J",20,0,4,3,8,1,1,1,0,0,0,0,0,0,2,0,3.416666667,,
Spring 2021,ECON,382,Introduction to Econometrics,1,"ASIF, S",35,3,6,5,5,7,4,2,1,0,0,0,0,0,2,0,3.315151515,,
Spring 2021,ECON,382,Introduction to Econometrics,9,"TASPINAR, S",35,2,5,5,9,6,4,1,0,0,2,0,0,0,1,0,3.255882353,,
Spring 2021,ECON,382,Introduction to Econometrics,4,"YOO, S",34,0,1,4,6,6,6,2,0,0,0,0,0,3,2,4,3.096,,
Spring 2021,ECON,382,Introduction to Econometrics,13,"SILATCHOM FOYOU, F",27,2,2,1,4,2,4,2,1,0,2,0,0,0,6,1,2.985,,
Spring 2021,ECON,382,Introduction to Econometrics,8,"MA, Z",31,2,2,4,4,2,3,4,3,0,1,4,0,1,0,1,2.724137931,,
Spring 2021,ECON,382,Introduction to Econometrics,7,"WANG, T",30,0,3,2,0,8,2,1,7,0,3,0,0,1,2,1,2.7,,
Spring 2021,ECON,382,Introduction to Econometrics,3,"PAIZIS, A",35,0,0,1,0,10,11,1,7,0,1,0,0,1,3,0,2.625806452,,
Spring 2021,ECON,382,Introduction to Econometrics,6,"GABEL, D",27,0,2,3,2,1,0,1,6,0,5,1,0,0,4,2,2.5,,
Spring 2021,ECON,715,Corporate Finance,1,"WAGNER, J",41,25,12,3,0,1,0,0,0,0,0,0,0,0,0,0,3.953658537,,
Spring 2021,ECON,392W,Honors Seminar,1,"PENARANDA TOMAS, F",13,3,5,1,1,1,1,1,0,0,0,0,0,0,0,0,3.615384615,,
Spring 2021,ECPCE,702,Theories of Human Development,2,"CHASE, N",13,0,7,4,1,0,0,0,0,0,0,0,0,0,0,1,3.841666667,,
Spring 2021,ECPCE,702,Theories of Human Development,1,"KYLE, J",14,1,6,5,0,2,0,0,0,0,0,0,0,0,0,0,3.75,,
Spring 2021,ECPCE,704,Counseling Theories,1,"BONAPARTE JR, E",13,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,
Spring 2021,ECPCE,706,Theories of Group Counseling.,2,"RIVERA, D",21,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,3.914285714,,
Spring 2021,ECPCE,707,Lab Grp Counsel Tech,1,"RIVERA, D",10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ECPCE,800,Career Development&Assessment,1,"RIVERA, L",16,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,3.9625,,
Spring 2021,ECPCE,800,Career Development&Assessment,2,"HACKETT, E",11,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,3.754545455,,
Spring 2021,ECPCE,803,Multicul Issues in Counseling,1,"DEJEAN, R",10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ECPCE,804,Assessment Methods Counseling,1,"PELLITTERI, J",16,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,3.90625,,
Spring 2021,ECPCE,804,Assessment Methods Counseling,2,"PELLITTERI, J",21,1,5,6,4,2,0,1,2,0,0,0,0,0,0,0,3.414285714,,
Spring 2021,ECPCE,806,Admin & Org of Schl Counseling,1,"DON, A",22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ECPCE,807,Research Methods in Counseling,1,"GORDILLO, F",16,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,3.94375,,
Spring 2021,ECPCE,807,Research Methods in Counseling,4,"CHASE, N",16,0,12,3,1,0,0,0,0,0,0,0,0,0,0,0,3.9,,
Spring 2021,ECPCE,807,Research Methods in Counseling,3,"PELLITTERI, J",10,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,3.83,,
Spring 2021,ECPCE,808,Child & Adolescent Counsel,1,"DAY, M",16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ECPCE,808,Child & Adolescent Counsel,2,"HACKETT, E",12,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,3.783333333,,
Spring 2021,ECPCE,809,Lrn & Motiv In Couns,2,"HACKETT, E",15,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,3.96,,
Spring 2021,ECPCE,812,Psychpath&Diag,1,"KYLE, J",21,1,8,9,1,2,0,0,0,0,0,0,0,0,0,0,3.742857143,,
Spring 2021,ECPCE,814,Sem Appl Psych Thry,1,"DAY, M",11,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3.918181818,,
Spring 2021,ECPCE,814,Sem Appl Psych Thry,2,"KYLE, J",11,1,3,6,1,0,0,0,0,0,0,0,0,0,0,0,3.772727273,,
Spring 2021,ECPCE,7214,Intro Fieldwork,1,"RIZEL, M",10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,,
Spring 2021,ECPCE,7214,Intro Fieldwork,2,"MATTA, M",11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ECPCE,8293,Internship School Counseling,3,"DEJEAN, R",11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,,
Spring 2021,ECPEL,882,School Finance,1,"BOVINO, R",17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ECPEL,883,Human Relations,1,"TAUB, M",10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ECPEL,890,Guided Field Experience,1,"GENAO, S",11,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,3.945454545,,
Spring 2021,ECPEL,894,Supervisory Practicum,1,"WAMBA, N",10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,
Spring 2021,ECPEL,894,Supervisory Practicum,2,"WAMBA, N",10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ECPSE,350,Foundations Of Special Ed,6,"DILTS, A",26,5,13,5,1,0,0,0,0,0,0,0,0,0,2,0,3.908333333,,
Spring 2021,ECPSE,350,Foundations Of Special Ed,7,"ELK, C",25,14,6,3,1,1,0,0,0,0,0,0,0,0,0,0,3.896,,
Spring 2021,ECPSE,350,Foundations Of Special Ed,1,"RAMADANIS, A",25,17,4,1,1,1,0,0,1,0,0,0,0,0,0,0,3.84,,
Spring 2021,ECPSE,350,Foundations Of Special Ed,2,"GIGANTE, M",25,10,6,5,2,1,1,0,0,0,0,0,0,0,0,0,3.792,,
Spring 2021,ECPSE,350,Foundations Of Special Ed,8,"SHERWIN, K",26,5,7,3,4,4,1,0,0,0,0,0,0,1,1,0,3.625,,
Spring 2021,ECPSE,350,Foundations Of Special Ed,3,"SHERWIN, K",26,13,3,2,0,2,2,1,2,0,0,0,0,1,0,0,3.564,,
Spring 2021,ECPSE,350,Foundations Of Special Ed,5,"BOMMARITO, J",26,1,9,0,6,5,0,1,2,0,0,0,0,1,1,0,3.379166667,,
Spring 2021,ECPSE,550,Foundations Of Special Ed,2,"MICHAELS, C",25,18,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3.964,,
Spring 2021,ECPSE,550,Foundations Of Special Ed,7,"MICHAELS, C",26,22,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3.961538462,,
Spring 2021,ECPSE,550,Foundations Of Special Ed,4,"FERRARA, D",25,0,21,0,1,1,0,0,0,0,0,0,0,0,1,1,3.926086957,,
Spring 2021,ECPSE,550,Foundations Of Special Ed,1,"RAMADANIS, A",24,15,6,1,0,0,0,0,1,0,0,0,0,0,1,0,3.9,,
Spring 2021,ECPSE,550,Foundations Of Special Ed,3,"JACOBS, R",28,7,17,2,0,1,1,0,0,0,0,0,0,0,0,0,3.896428571,,
Spring 2021,ECPSE,550,Foundations Of Special Ed,5,"SAND, J",26,3,8,8,2,3,2,0,0,0,0,0,0,0,0,0,3.638461538,,
Spring 2021,ECPSE,550,Foundations Of Special Ed,6,"SAND, J",27,4,7,5,5,2,4,0,0,0,0,0,0,0,0,0,3.548148148,,
Spring 2021,ECPSE,702,Intro Assessment in Childhood,1,"BLIGH, P",10,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,3.71,,
Spring 2021,ECPSE,708,Families and School-Based Team,1,"THORNTON, B",20,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,
Spring 2021,ECPSE,708,Families and School-Based Team,4,"WOOLF, S",15,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,3.94,,
Spring 2021,ECPSE,708,Families and School-Based Team,3,"GIGANTE, M",19,1,11,6,0,0,0,0,0,0,0,0,0,0,0,1,3.9,,
Spring 2021,ECPSE,708,Families and School-Based Team,2,"SEIFMAN, S",18,4,4,4,2,0,0,0,0,0,0,0,0,1,3,0,3.814285714,,
Spring 2021,ECPSE,710,Curric & Instruc for Childhood,1,"KIM, S",20,10,7,1,2,0,0,0,0,0,0,0,0,0,0,0,3.915,,
Spring 2021,ECPSE,711,Advanced Seminar in Childhood,1,"KIM, S",12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ECPSE,711,Advanced Seminar in Childhood,2,"KIM, S",15,7,4,2,1,0,1,0,0,0,0,0,0,0,0,0,3.826666667,,
Spring 2021,ECPSE,713,Lang & Lit: Chldhd Spcl Edu,1,"DILTS, A",21,5,13,2,0,0,0,0,0,0,0,0,0,0,1,0,3.97,,
Spring 2021,ECPSE,713,Lang & Lit: Chldhd Spcl Edu,2,"SHERWIN, K",19,14,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3.873684211,,
Spring 2021,ECPSE,714,Lang&Lit: Adolescent,1,"KIELY, M",13,2,4,3,2,0,0,0,0,0,0,0,0,1,1,0,3.790909091,,
Spring 2021,ECPSE,720,Trends And Issues,2,"THORNTON, B",22,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ECPSE,720,Trends And Issues,3,"GRUBER, D",20,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,3.985,,
Spring 2021,ECPSE,720,Trends And Issues,1,"JACOBS, R",20,3,7,7,1,1,1,0,0,0,0,0,0,0,0,0,3.745,,
Spring 2021,ECPSE,722,Applied Behavior Analysis,1,"LAI, M",17,7,8,1,0,0,0,0,0,0,0,0,0,0,0,1,3.98125,,
Spring 2021,ECPSE,722,Applied Behavior Analysis,2,"LAI, M",17,10,3,2,0,1,0,0,0,0,0,0,0,1,0,0,3.9,,
Spring 2021,ECPSE,725,Internship Severe Disabilities,1,"FERRARA, D",10,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9,,
Spring 2021,ECPSE,725,Internship Severe Disabilities,2,"MIRABELLA, N",10,6,0,2,0,1,0,0,0,0,0,0,0,0,0,1,3.822222222,,
Spring 2021,ECPSE,728,ABA II: Adv Concepts & Strateg,1,"GIBSON, L",12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ECPSE,742,Assistive & Instructional Tech,1,"MEGIROV, Y",13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,ECPSE,748,Adv Research in Special Educ,4,"KIELY, M",14,1,8,3,0,0,0,0,0,0,0,0,0,0,0,2,3.925,,
